epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1905.7,1.22759,1.76931,1.10729,1.08065,0.81319,0.7375,0.81405,0.61722,0.82146,0.745,0.82544,0.55347,1.04177,1.55707,0.96958,0.99787,0.007129,0.007129,0.007129
31,1959.53,1.25272,1.83124,1.11127,1.09637,0.85878,0.7925,0.86351,0.63497,0.85131,0.795,0.86312,0.57583,1.02538,1.53292,0.92283,0.97976,0.00703,0.00703,0.00703
32,2013.77,1.20636,1.81069,1.09795,1.07222,0.86345,0.81,0.8508,0.6222,0.86675,0.8131,0.85857,0.58547,1.11353,1.53353,0.90701,1.00496,0.006931,0.006931,0.006931
33,2076.29,1.22543,1.78077,1.06908,1.08469,0.81515,0.7825,0.83164,0.61033,0.79883,0.785,0.83008,0.54425,1.05581,1.59042,0.94793,0.99731,0.006832,0.006832,0.006832
34,2137.13,1.20594,1.77543,1.03945,1.06927,0.86097,0.8075,0.86368,0.66273,0.86896,0.815,0.87333,0.5921,1.02075,1.50506,0.86093,0.97428,0.006733,0.006733,0.006733
35,2199.51,1.13433,1.71393,0.97033,1.04499,0.81315,0.81598,0.84511,0.64325,0.81564,0.81848,0.85301,0.58227,1.00709,1.5049,0.88234,0.9732,0.006634,0.006634,0.006634
36,2248.33,1.20568,1.78612,1.08558,1.07546,0.86087,0.77347,0.8335,0.62978,0.86081,0.77308,0.84123,0.57111,1.04301,1.52976,0.89389,0.98618,0.006535,0.006535,0.006535
37,2295.33,1.18477,1.70765,1.01268,1.05664,0.81119,0.81,0.83622,0.63633,0.84942,0.8025,0.85314,0.58076,1.03241,1.50024,0.87181,0.97662,0.006436,0.006436,0.006436
38,2359.19,1.17565,1.74327,1.01746,1.05526,0.87292,0.78,0.86788,0.6454,0.88131,0.7875,0.8767,0.59707,1.04814,1.492,0.88376,0.98042,0.006337,0.006337,0.006337
39,2412.96,1.1657,1.74023,1.01206,1.05734,0.83786,0.81391,0.85455,0.62037,0.83543,0.825,0.86254,0.58512,1.04856,1.47485,0.87373,0.98435,0.006238,0.006238,0.006238
