epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,6741.45,0.99803,1.4271,0.82477,0.99551,0.77757,0.72727,0.77336,0.55734,0.76885,0.72572,0.76592,0.48073,1.09157,1.64625,1.00095,1.04904,0.006436,0.006436,0.006436
56,6850.25,0.9848,1.35373,0.75251,0.99278,0.78395,0.76818,0.78774,0.56922,0.77931,0.76364,0.76848,0.48628,1.06654,1.70102,0.98192,1.06176,0.00637,0.00637,0.00637
57,6970.11,0.99852,1.47131,0.8156,1.00725,0.78487,0.82727,0.81195,0.59064,0.77193,0.81364,0.79994,0.51467,1.04021,1.66544,0.92842,1.00958,0.006304,0.006304,0.006304
58,7086.88,0.99031,1.48615,0.84434,0.99663,0.77185,0.76364,0.79837,0.57483,0.75721,0.75,0.77609,0.50964,1.06283,1.64704,0.93348,1.04121,0.006238,0.006238,0.006238
59,7208.32,0.99732,1.40965,0.78365,0.99283,0.76048,0.77932,0.79118,0.58517,0.76935,0.78841,0.79657,0.49807,1.02884,1.6664,0.95338,1.04492,0.006172,0.006172,0.006172
60,7319.7,0.99705,1.35517,0.74814,0.99242,0.79019,0.75,0.77154,0.56539,0.7854,0.74545,0.7678,0.48634,1.0264,1.77823,1.02933,1.00941,0.006106,0.006106,0.006106
61,7428.83,1.00605,1.44463,0.77709,1.01977,0.82293,0.73938,0.782,0.57779,0.82438,0.73636,0.77729,0.49183,1.03146,1.68905,0.96768,1.03923,0.00604,0.00604,0.00604
62,7530.22,0.9979,1.39358,0.76784,1.00913,0.76903,0.77273,0.77077,0.56642,0.78996,0.76928,0.78243,0.4751,1.05526,1.77067,0.95003,1.04909,0.005974,0.005974,0.005974
63,7630.87,0.93817,1.32008,0.70164,0.97677,0.80226,0.79298,0.81665,0.59732,0.80421,0.80283,0.81283,0.51761,1.06175,1.63056,0.91096,1.01722,0.005908,0.005908,0.005908
64,7732.75,0.96558,1.34719,0.73206,0.98585,0.78003,0.70909,0.77563,0.56055,0.79886,0.7,0.77075,0.48962,1.09629,1.73917,0.98226,1.04887,0.005842,0.005842,0.005842
65,7833.06,0.93811,1.34514,0.72316,0.97195,0.86154,0.70707,0.81184,0.59293,0.856,0.70253,0.79866,0.51128,1.02714,1.61334,0.95454,1.01186,0.005776,0.005776,0.005776
66,7933.41,0.92205,1.35488,0.71075,0.97244,0.81354,0.71395,0.79948,0.57867,0.80836,0.7094,0.78141,0.49827,1.06603,1.67403,0.96424,1.05576,0.00571,0.00571,0.00571
67,8033.84,0.93967,1.33343,0.7176,0.97167,0.75224,0.82727,0.82408,0.59047,0.83249,0.74547,0.80777,0.51262,1.07702,1.60242,0.91572,1.05531,0.005644,0.005644,0.005644
68,8143.86,1.01214,1.42256,0.7695,1.0027,0.8304,0.68992,0.78618,0.56285,0.8412,0.7,0.79126,0.50734,1.10987,1.67005,0.97326,1.04667,0.005578,0.005578,0.005578
