epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1371.23,1.16552,1.64026,0.96524,1.04144,0.80674,0.78866,0.82158,0.59531,0.8129,0.79381,0.82656,0.52354,1.07393,1.70562,0.89521,1.04236,0.0076075,0.0076075,0.0076075
31,1416.46,1.13135,1.60516,0.98265,1.019,0.80581,0.79897,0.82264,0.60186,0.80024,0.79381,0.81844,0.5265,1.06113,1.62908,0.92009,1.03114,0.007525,0.007525,0.007525
32,1461.86,1.14149,1.59214,0.97339,1.04016,0.81488,0.77835,0.82768,0.59374,0.82204,0.79381,0.83466,0.53631,1.09794,1.64958,0.93697,1.04662,0.0074425,0.0074425,0.0074425
33,1507.12,1.12318,1.55424,0.96188,1.03115,0.80068,0.80928,0.84883,0.61134,0.8305,0.78296,0.84228,0.54553,1.07794,1.52319,0.883,1.01945,0.00736,0.00736,0.00736
34,1552.76,1.11889,1.50492,0.94253,1.02482,0.7776,0.84708,0.82944,0.58755,0.79164,0.86172,0.85141,0.54995,1.10199,1.58535,0.92058,1.01143,0.0072775,0.0072775,0.0072775
35,1599.13,1.11113,1.43879,0.89158,1.02536,0.88868,0.70103,0.82114,0.60163,0.87527,0.69072,0.80495,0.53104,1.03083,1.63767,0.95514,0.99859,0.007195,0.007195,0.007195
36,1644.39,1.08096,1.50123,0.8742,1.00692,0.80394,0.82474,0.8517,0.62097,0.82669,0.78684,0.8447,0.56395,1.05559,1.661,0.86471,1.01541,0.0071125,0.0071125,0.0071125
37,1690.58,1.06472,1.56841,0.89751,1.00915,0.90482,0.73506,0.8591,0.60997,0.90555,0.74131,0.86193,0.53179,1.06472,1.69281,0.88961,1.02353,0.00703,0.00703,0.00703
38,1735.95,1.07551,1.50825,0.86291,1.00425,0.86615,0.77835,0.87415,0.64867,0.86041,0.7732,0.86824,0.56609,1.00608,1.63397,0.8607,1.00415,0.0069475,0.0069475,0.0069475
39,1781.55,1.057,1.49094,0.86559,1.01032,0.80695,0.79381,0.84791,0.62421,0.80984,0.79897,0.85093,0.56127,1.05574,1.58119,0.87755,1.00713,0.006865,0.006865,0.006865
40,1826.8,1.09793,1.48044,0.89772,1.00581,0.81325,0.78567,0.8453,0.62931,0.81102,0.78351,0.84581,0.55688,1.04821,1.5982,0.84349,1.02617,0.0067825,0.0067825,0.0067825
41,1872.4,1.04433,1.47092,0.86668,1.00908,0.79114,0.77835,0.84496,0.61835,0.78549,0.7732,0.84135,0.54445,1.07565,1.66061,0.86454,1.02355,0.0067,0.0067,0.0067
42,1918.01,1.07731,1.47755,0.88669,0.99793,0.78002,0.80928,0.8408,0.58071,0.77505,0.80412,0.83617,0.51695,1.11564,1.67594,0.93339,1.04156,0.0066175,0.0066175,0.0066175
43,1963.22,1.11319,1.56216,0.92952,1.02941,0.82655,0.74742,0.81536,0.58822,0.84435,0.74742,0.82804,0.53134,1.07134,1.65819,0.91102,1.03326,0.006535,0.006535,0.006535
44,2008.29,1.04351,1.44149,0.84763,1.008,0.7951,0.80008,0.85817,0.6191,0.80022,0.80523,0.86697,0.54964,1.06145,1.65392,0.85575,1.01687,0.0064525,0.0064525,0.0064525
45,2053.71,1.05086,1.42306,0.8123,1.00019,0.85747,0.78866,0.8591,0.63215,0.84252,0.78351,0.85544,0.56433,1.05421,1.66497,0.84255,1.01532,0.00637,0.00637,0.00637
46,2099.06,1.05006,1.43959,0.8323,0.99665,0.85208,0.84021,0.88351,0.65891,0.8491,0.83505,0.87739,0.57296,1.01665,1.60518,0.82297,0.99456,0.0062875,0.0062875,0.0062875
47,2144.44,1.00359,1.43148,0.78283,0.98698,0.84707,0.75773,0.85936,0.63558,0.84036,0.75258,0.85365,0.57075,1.05686,1.56508,0.84551,1.00873,0.006205,0.006205,0.006205
48,2189.51,1.00109,1.43652,0.79629,0.97907,0.83358,0.77457,0.83367,0.61674,0.83377,0.77564,0.82784,0.54727,1.07712,1.62556,0.87938,1.00281,0.0061225,0.0061225,0.0061225
49,2234.91,1.01592,1.44758,0.79797,0.98409,0.83287,0.80928,0.84672,0.61901,0.822,0.79897,0.83254,0.54602,1.09012,1.64383,0.88009,1.02874,0.00604,0.00604,0.00604
50,2280.29,0.9917,1.36289,0.74913,0.97779,0.80586,0.76804,0.83333,0.62051,0.8165,0.7569,0.83251,0.541,1.02681,1.66548,0.93696,1.0013,0.0059575,0.0059575,0.0059575
51,2325.38,0.99872,1.34211,0.77065,0.98098,0.85819,0.81105,0.87487,0.6424,0.85819,0.81105,0.8721,0.56518,1.04116,1.62584,0.8178,1.00163,0.005875,0.005875,0.005875
